,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropout,param_window,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,split5_train_f1_macro,split6_train_f1_macro,split7_train_f1_macro,split8_train_f1_macro,split9_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1_class_1,split1_test_f1_class_1,split2_test_f1_class_1,split3_test_f1_class_1,split4_test_f1_class_1,split5_test_f1_class_1,split6_test_f1_class_1,split7_test_f1_class_1,split8_test_f1_class_1,split9_test_f1_class_1,mean_test_f1_class_1,std_test_f1_class_1,rank_test_f1_class_1,split0_train_f1_class_1,split1_train_f1_class_1,split2_train_f1_class_1,split3_train_f1_class_1,split4_train_f1_class_1,split5_train_f1_class_1,split6_train_f1_class_1,split7_train_f1_class_1,split8_train_f1_class_1,split9_train_f1_class_1,mean_train_f1_class_1,std_train_f1_class_1,split0_test_f1_class_2,split1_test_f1_class_2,split2_test_f1_class_2,split3_test_f1_class_2,split4_test_f1_class_2,split5_test_f1_class_2,split6_test_f1_class_2,split7_test_f1_class_2,split8_test_f1_class_2,split9_test_f1_class_2,mean_test_f1_class_2,std_test_f1_class_2,rank_test_f1_class_2,split0_train_f1_class_2,split1_train_f1_class_2,split2_train_f1_class_2,split3_train_f1_class_2,split4_train_f1_class_2,split5_train_f1_class_2,split6_train_f1_class_2,split7_train_f1_class_2,split8_train_f1_class_2,split9_train_f1_class_2,mean_train_f1_class_2,std_train_f1_class_2,split0_test_f1_class_3,split1_test_f1_class_3,split2_test_f1_class_3,split3_test_f1_class_3,split4_test_f1_class_3,split5_test_f1_class_3,split6_test_f1_class_3,split7_test_f1_class_3,split8_test_f1_class_3,split9_test_f1_class_3,mean_test_f1_class_3,std_test_f1_class_3,rank_test_f1_class_3,split0_train_f1_class_3,split1_train_f1_class_3,split2_train_f1_class_3,split3_train_f1_class_3,split4_train_f1_class_3,split5_train_f1_class_3,split6_train_f1_class_3,split7_train_f1_class_3,split8_train_f1_class_3,split9_train_f1_class_3,mean_train_f1_class_3,std_train_f1_class_3,split0_test_f1_class_4,split1_test_f1_class_4,split2_test_f1_class_4,split3_test_f1_class_4,split4_test_f1_class_4,split5_test_f1_class_4,split6_test_f1_class_4,split7_test_f1_class_4,split8_test_f1_class_4,split9_test_f1_class_4,mean_test_f1_class_4,std_test_f1_class_4,rank_test_f1_class_4,split0_train_f1_class_4,split1_train_f1_class_4,split2_train_f1_class_4,split3_train_f1_class_4,split4_train_f1_class_4,split5_train_f1_class_4,split6_train_f1_class_4,split7_train_f1_class_4,split8_train_f1_class_4,split9_train_f1_class_4,mean_train_f1_class_4,std_train_f1_class_4,split0_test_f1_class_5,split1_test_f1_class_5,split2_test_f1_class_5,split3_test_f1_class_5,split4_test_f1_class_5,split5_test_f1_class_5,split6_test_f1_class_5,split7_test_f1_class_5,split8_test_f1_class_5,split9_test_f1_class_5,mean_test_f1_class_5,std_test_f1_class_5,rank_test_f1_class_5,split0_train_f1_class_5,split1_train_f1_class_5,split2_train_f1_class_5,split3_train_f1_class_5,split4_train_f1_class_5,split5_train_f1_class_5,split6_train_f1_class_5,split7_train_f1_class_5,split8_train_f1_class_5,split9_train_f1_class_5,mean_train_f1_class_5,std_train_f1_class_5
3,140.54743525981903,5.280578330413807,1.1502800464630127,0.13031344943963147,0.6,7,"{'dropout': 0.6, 'window': 7}",0.718918058831162,0.7109096691002741,0.7360534882286291,0.7148876773935455,0.7163771620790931,0.7463323133300568,0.7145512874634486,0.7050056057026347,0.7227556120384528,0.6971785181734992,0.7182969392340796,0.013520726010841347,6,0.8379119076209065,0.7884242584583615,0.843452731003541,0.8326060108064104,0.8481086739419395,0.8392475908985293,0.8507046396408466,0.8175860833557355,0.8360069618776176,0.8095429310442805,0.8303591788648168,0.018515999664815968,0.7267080745341615,0.724223602484472,0.7403726708074534,0.715527950310559,0.724223602484472,0.7540372670807454,0.7229813664596273,0.7167701863354037,0.7267080745341615,0.6919254658385093,0.7243478260869565,0.015289599249882933,6,0.8455486542443064,0.7930986887508626,0.8449965493443754,0.834920634920635,0.8516218081435473,0.8437543133195307,0.8487232574189096,0.8269151138716356,0.8404416839199448,0.813112491373361,0.8343133195307108,0.017542823692387147,0.9382716049382716,0.9580838323353292,0.9300911854103344,0.9090909090909091,0.9200000000000002,0.9490445859872612,0.9476744186046512,0.930379746835443,0.9668874172185431,0.9254658385093167,0.9374989538930057,0.016995417308790128,7,0.9919776770143007,0.9819978821037769,0.9865470852017937,0.9857433808553971,0.9891948414081563,0.9874213836477989,0.9782995375311277,0.986062717770035,0.9903514817367334,0.9815825375170532,0.9859178524786172,0.004025233043406663,0.4435797665369649,0.61,0.48120300751879697,0.5049180327868853,0.5,0.47470817120622566,0.5605095541401275,0.3916666666666666,0.4453441295546559,0.538860103626943,0.4950789432037266,0.05996094929372775,6,0.5658492279745686,0.6756990487172095,0.6505003849114703,0.6384096024006002,0.6390977443609023,0.6107784431137724,0.7004701141705844,0.5337620578778136,0.5970790378006873,0.6831300208271347,0.6294775682154743,0.05027781519856666,0.6404199475065617,0.4117647058823529,0.6511627906976745,0.5714285714285714,0.6089385474860335,0.6577540106951872,0.5174825174825174,0.6262626262626263,0.6175771971496438,0.46645367412140576,0.5769244588712574,0.08014568775911537,6,0.7327610080310163,0.5416842996191282,0.7175620483820295,0.690741956664478,0.746101794645484,0.7414634146341464,0.7170715018816284,0.7213751039645134,0.7292849035187287,0.5646867371847031,0.6902732768525857,0.07024627837022651,0.8172757475083058,0.8221574344023325,0.8472222222222222,0.8102893890675241,0.8251366120218581,0.8606811145510836,0.8063492063492064,0.8115015974440895,0.8323353293413174,0.8456790123456791,0.8278627665253617,0.01726460932196838,4,0.9535538353272344,0.8901443816698055,0.937721160651097,0.9330059628200632,0.9395584509591025,0.9332391381137406,0.9314767314034444,0.9309623430962345,0.9386331938633194,0.9205921938088829,0.9308887391712923,0.015722622956033414,0.7550432276657061,0.7525423728813558,0.7705882352941177,0.7787114845938375,0.7278106508875739,0.7894736842105262,0.7407407407407408,0.7652173913043478,0.7516339869281047,0.709433962264151,0.7541195736770462,0.022641839330431693,5,0.9454177897574123,0.8525956801818871,0.9249329758713137,0.915129151291513,0.9265905383360522,0.9233355749831876,0.9262053132174484,0.9157681940700808,0.9246861924686193,0.8977231658836284,0.9152384576061143,0.023748549455447885
4,159.21320219039916,4.292668440943927,1.6327775478363038,0.14245009350866736,0.6,11,"{'dropout': 0.6, 'window': 11}",0.7136633565007239,0.7277144589168432,0.7322938305079288,0.730349060216538,0.715362381994374,0.7267010269415358,0.7385637206672863,0.7307399915323021,0.7236734325111338,0.7174897107702378,0.7256550970558904,0.00764376923003013,3,0.8742633011327914,0.8701097553767647,0.8561935980343506,0.8797092390555298,0.8859547170438793,0.8645801503182826,0.8828292705420072,0.8942863706505039,0.8574370998608349,0.8889864774564857,0.875434997947143,0.01250735922911077,0.715527950310559,0.7391304347826086,0.7304347826086957,0.724223602484472,0.7217391304347827,0.7304347826086957,0.7478260869565218,0.7279503105590062,0.7279503105590062,0.7204968944099379,0.7285714285714285,0.0088930565610412,3,0.8753623188405797,0.8710835058661146,0.8594893029675639,0.8803312629399586,0.8870945479641131,0.8708074534161491,0.884472049689441,0.8939958592132505,0.863768115942029,0.8926155969634231,0.8779020013802622,0.011185439525793739,0.9476923076923076,0.9553072625698324,0.9333333333333332,0.9315068493150684,0.9316770186335404,0.9490445859872612,0.9575070821529745,0.9329073482428115,0.9527027027027025,0.932475884244373,0.9424154374874203,0.010380605561740749,5,0.986722571628232,0.990990990990991,0.9899270580062522,0.9928008227631128,0.9931224209078404,0.9899619245413637,0.990909090909091,0.9874389392882067,0.9886714727085479,0.9944827586206897,0.9905028050364327,0.002367318091147655,0.46896551724137925,0.5892857142857143,0.5650969529085872,0.5911602209944752,0.5407407407407406,0.4892086330935252,0.5144927536231884,0.5661538461538462,0.41732283464566927,0.4542124542124542,0.519663966789958,0.05736794140528449,3,0.698252427184466,0.7200538358008075,0.7265135699373696,0.7422279792746115,0.7183151560737119,0.616600790513834,0.6790322580645162,0.7463432037103103,0.6125493637560333,0.6975385899040467,0.6957427174219706,0.044991134184509576,0.5921787709497207,0.5207547169811321,0.5223367697594501,0.5555555555555555,0.5765765765765766,0.6214689265536723,0.622478386167147,0.601823708206687,0.6222222222222222,0.6682926829268292,0.5903688315898993,0.044828753561651585,3,0.7683789603199015,0.7072819033886086,0.6293706293706294,0.7129080118694362,0.7667095115681234,0.7614444128518625,0.774402831023297,0.7752808988764045,0.7588955308852833,0.7878607557274622,0.7442533445881009,0.045735121935478455,0.7885304659498208,0.8148148148148148,0.8464163822525598,0.8108108108108107,0.819484240687679,0.8282208588957055,0.8433734939759037,0.8079470198675496,0.8500000000000001,0.8116883116883118,0.8221286398943157,0.01866199435207357,7,0.9590309939437122,0.9733558178752109,0.9691934925579786,0.9755925008843297,0.9787985865724381,0.9785318559556787,0.9855988760098349,0.9802014588398751,0.9638810198300283,0.9840720221606648,0.9748256624629752,0.00814679727726063,0.770949720670391,0.7584097859327217,0.7942857142857143,0.7627118644067797,0.7083333333333334,0.7455621301775148,0.7549668874172186,0.7448680351906158,0.7761194029850746,0.7207792207792207,0.7536986095178584,0.024163038182514873,6,0.958931552587646,0.9588662288282059,0.9659632402995236,0.975016880486158,0.9728279100972829,0.9763617677286742,0.9842032967032966,0.9821673525377228,0.9631881121242822,0.9809782608695653,0.9718504602262357,0.009049116941179946
5,0.08709802627563476,0.0009472477876524448,0.0,0.0,0.6,13,"{'dropout': 0.6, 'window': 13}",,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
6,168.45864453315735,5.262193511771578,2.2467572927474975,0.16890864613750706,0.7,7,"{'dropout': 0.7, 'window': 7}",0.7228425718540198,0.7238910754269428,0.7209621982904229,0.6671008376786731,0.7227051013685714,0.7267157121112918,0.6973996584845461,0.7258417917959902,0.7402525669398317,0.7052511869916751,0.7152962700941965,0.019560755138004877,7,0.8128478145948552,0.8286049260458451,0.8147888036369544,0.7466785879634452,0.8222038196502327,0.8368925854994375,0.844888270478229,0.8399222115798419,0.8268674521117891,0.8292239358289578,0.8202918407389588,0.026393772952997472,0.7291925465838509,0.7267080745341615,0.724223602484472,0.6894409937888198,0.7254658385093168,0.7304347826086957,0.7118012422360248,0.7316770186335404,0.737888198757764,0.7055900621118012,0.7212422360248446,0.013913043478260891,7,0.819047619047619,0.8276052449965493,0.8189095928226363,0.7697722567287785,0.8202898550724638,0.8415458937198068,0.8452726017943409,0.8441683919944789,0.8273291925465839,0.831608005521049,0.8245548654244306,0.020617667068039996,0.9309309309309309,0.9458689458689458,0.9281437125748503,0.9368770764119602,0.9385113268608415,0.9597523219814242,0.9488636363636364,0.9294871794871794,0.9636963696369638,0.939297124600639,0.9421428624717372,0.011681455092590897,6,0.9888811674774148,0.9857589440778048,0.9927661040303135,0.9792869269949066,0.9860237596086653,0.9934050676848316,0.9912556838055264,0.9853351955307262,0.9914118859498454,0.9889579020013803,0.9883082637161416,0.004084867146488451,0.481203007518797,0.5592705167173253,0.5840707964601771,0.6341463414634148,0.5573770491803278,0.45936395759717313,0.5038167938931297,0.48854961832061067,0.5,0.4363636363636364,0.5204161717514592,0.05822365479921873,2,0.5337985172263411,0.6431046431046432,0.6907630522088354,0.6814249363867685,0.6452905811623246,0.5838668373879642,0.6482449589245706,0.6076696165191741,0.6340933767643865,0.6171206225680934,0.6285377142253102,0.04372410773451851,0.6216216216216216,0.5273311897106109,0.5405405405405406,0.25925925925925924,0.5443037974683543,0.5925925925925927,0.5500000000000002,0.6333333333333333,0.5808219178082191,0.6005089058524173,0.545031315818695,0.10114765119256149,8,0.6971751412429378,0.6556269009800608,0.6011281224818694,0.3582718651211802,0.6493596400138456,0.7216967612496419,0.7005108556832694,0.731408573928259,0.6671074380165289,0.6928638792832442,0.6475149178000837,0.10302362806207903,0.8039867109634551,0.8338983050847457,0.8195718654434251,0.8069164265129684,0.84,0.84,0.7944444444444445,0.8141025641025641,0.8652037617554857,0.8135593220338984,0.8231683400340988,0.020231896347342612,5,0.9319192610331851,0.9340774328566447,0.9105431309904154,0.8804382855301321,0.920059215396003,0.9436568520537986,0.9490223463687152,0.9446185997910137,0.9260700389105058,0.9256977165639725,0.9266102879494384,0.019066140147701735,0.7764705882352942,0.7530864197530864,0.7324840764331211,0.6983050847457627,0.7333333333333333,0.7818696883852692,0.689873417721519,0.7637362637362637,0.7915407854984895,0.7365269461077845,0.7457226603949925,0.032420578686201344,7,0.9124649859943976,0.9244567092100724,0.8787436084733382,0.8339709257842386,0.9102859020703253,0.9418374091209517,0.9354075076090632,0.9305790721300372,0.9156545209176788,0.9214795587280986,0.9104880200038202,0.03035880265563268
7,192.44852561950682,6.698728338899109,2.8330501079559327,0.16803688720507123,0.7,11,"{'dropout': 0.7, 'window': 11}",0.7188427603749789,0.7321514943969725,0.7130768094523887,0.7369874230565799,0.7202992872018117,0.7201963432854039,0.7071624220872657,0.7164820227823923,0.7430591596059771,0.7103598999997592,0.721861762224353,0.01119287097631097,4,0.8622977484697187,0.8267003575211653,0.865326000686163,0.8645281840868815,0.8383379840841949,0.8731317247861087,0.8449211888526597,0.8376147648789545,0.8698568566112309,0.8592093469145073,0.8541924156891584,0.01514487833361159,0.724223602484472,0.7453416149068323,0.7204968944099379,0.7341614906832298,0.7279503105590062,0.7229813664596273,0.7217391304347827,0.7291925465838509,0.7416149068322981,0.715527950310559,0.7283229813664596,0.009027389962248012,4,0.8628019323671497,0.8302277432712215,0.8673567977915804,0.8685990338164251,0.8409937888198757,0.8734299516908213,0.8518978605935128,0.8491373360938579,0.871911663216011,0.8629399585921325,0.8579296066252586,0.013620615029473634,0.9467455621301776,0.9333333333333333,0.9320987654320988,0.952054794520548,0.9548387096774195,0.9463722397476341,0.93841642228739,0.952076677316294,0.9553264604810996,0.9299363057324842,0.944119927065848,0.009344953569181988,4,0.9896408839779005,0.9830391138802353,0.989247311827957,0.9914354230900994,0.9821115398105928,0.9870764931889626,0.9873060648801129,0.989224887035106,0.9854166666666666,0.9882758620689654,0.98727742464266,0.0028230850479547265,0.6010928961748634,0.6287262872628726,0.4015444015444015,0.519298245614035,0.49011857707509876,0.5722543352601156,0.46913580246913583,0.4069264069264069,0.512455516014235,0.40754716981132083,0.5009099638152485,0.0777715674831856,5,0.7111831442463533,0.6880431525322146,0.6467542811628832,0.6236469608659451,0.615878107457899,0.7229332410930475,0.5879218472468918,0.5362806343104276,0.6653481012658228,0.6334144363341444,0.6431403906515629,0.05404177187726798,0.5303030303030304,0.4796747967479675,0.6467661691542288,0.6422976501305484,0.5885714285714284,0.4981949458483754,0.591715976331361,0.6535626535626535,0.6108108108108108,0.6284289276807978,0.5870326389141202,0.05999000344323321,4,0.6807095343680709,0.5866448176976649,0.7379873073436083,0.7400413101209796,0.7269984917043741,0.7301146231330324,0.7426784191071936,0.7463166354138762,0.7487775061124694,0.7356251901429877,0.7175893835144257,0.047354919343107246,0.7909967845659165,0.8227848101265823,0.825938566552901,0.8190476190476191,0.8463768115942029,0.8355263157894737,0.8,0.8027210884353743,0.8482972136222909,0.8375,0.8229189209734361,0.018820892736959305,6,0.9671742808798646,0.9419225634178905,0.977319587628866,0.9856492824641232,0.9367369589345172,0.9679464600211342,0.9634881247784474,0.9591183789548523,0.9748778785764131,0.9714683368128045,0.9645701852468914,0.014482353023518664,0.7250755287009064,0.7962382445141065,0.7590361445783134,0.7522388059701494,0.7215909090909091,0.7486338797814207,0.7365439093484419,0.7671232876712328,0.7884057971014493,0.7483870967741935,0.7543273603531123,0.023279671399918375,4,0.9627808988764044,0.933852140077821,0.9753215154675009,0.9818679438932605,0.9299648225135912,0.9575878064943671,0.9432114882506527,0.9571332886805091,0.9748641304347826,0.9672629092136348,0.9583846943902523,0.016881950745708307
8,0.08769967555999755,0.0006401507632394328,0.0,0.0,0.7,13,"{'dropout': 0.7, 'window': 13}",,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
9,206.3241796731949,4.646052877390895,3.56523802280426,0.1873502637355744,0.8,7,"{'dropout': 0.8, 'window': 7}",0.712039908444799,0.7260154696313605,0.7218659086419702,0.6079982348751505,0.7130066107801386,0.6954159080877049,0.6906452864895579,0.6854356914413753,0.7163978833762567,0.7277936328567087,0.6996614534625022,0.03360692315973054,8,0.7962197732857832,0.7922589593459687,0.8041422841148442,0.6288377233295999,0.7885768415930949,0.771734040278705,0.7888488292460178,0.7556846536966021,0.7791509613817631,0.8106605330466335,0.7716114599319013,0.04989467522230526,0.7192546583850932,0.7304347826086957,0.7229813664596273,0.6198757763975156,0.7267080745341615,0.7006211180124223,0.6968944099378882,0.6869565217391305,0.7217391304347827,0.724223602484472,0.7049689440993789,0.031545213546051394,8,0.8040027605244997,0.7937888198757764,0.8075914423740511,0.6434782608695652,0.7968253968253968,0.7775017253278123,0.7838509316770186,0.7598343685300207,0.7842650103519668,0.8121463077984817,0.776328502415459,0.04668332808307504,0.9268292682926829,0.9649122807017545,0.9272727272727274,0.8458498023715416,0.9363057324840764,0.9392971246006391,0.9485714285714286,0.9253731343283583,0.9539473684210527,0.946031746031746,0.9314390613076007,0.03101596952309044,8,0.9871035203903799,0.9849912739965095,0.9868512110726643,0.831675288499801,0.9860917941585535,0.9800350262697023,0.983062808750882,0.955123911587408,0.9736842105263159,0.9855272226051,0.9654146267857315,0.045531255173009266,0.44106463878326996,0.5146579804560261,0.5519287833827893,0.3375527426160338,0.4273504273504274,0.4166666666666667,0.4946236559139785,0.45421245421245426,0.4140625,0.47945205479452063,0.45315719041761665,0.057434080741556134,8,0.49239033124440457,0.5683971201212581,0.6577805331680099,0.3796477495107632,0.4805781391147246,0.5100728675525075,0.5911816578483247,0.5,0.5142392188771359,0.5872245050429586,0.5281512122480087,0.07265959133995951,0.6186666666666666,0.53125,0.506578947368421,0.6192893401015228,0.6005221932114883,0.5730027548209367,0.5454545454545454,0.5440414507772021,0.5974683544303797,0.5954198473282442,0.5731694100159407,0.03720060466625208,7,0.6765115631095012,0.6322869955156951,0.5588235294117646,0.6237816764132554,0.6789444749862561,0.655575014594279,0.6110414052697617,0.6241176470588234,0.6429656639319355,0.6476683937823834,0.6351716364073654,0.03306026180658363,0.7999999999999999,0.8333333333333334,0.8294314381270902,0.5648854961832062,0.8516483516483516,0.8067796610169491,0.7999999999999999,0.7657992565055761,0.8477611940298507,0.8580645161290322,0.795770324697339,0.08161683380909922,8,0.9189380530973451,0.9023224043715847,0.9198895027624309,0.6117154811715482,0.9083063646170442,0.8575839444230027,0.8982667671439337,0.8331360946745562,0.8933379357956508,0.9224347826086956,0.8665931330665793,0.0892171608581705,0.7736389684813755,0.7859237536656891,0.7941176470588235,0.6724137931034483,0.7492063492063491,0.7413333333333333,0.664576802507837,0.7377521613832853,0.76875,0.76,0.7447712808740141,0.04185253142543836,8,0.9061553985872856,0.8732970027247956,0.8973666441593517,0.6973684210526316,0.8889634350888964,0.8554033485540334,0.8606915072171869,0.866045615162223,0.8715277777777778,0.9104477611940299,0.8627266911518212,0.05801119108590617
10,225.5603446006775,3.74617948312545,4.19682366847992,0.18992240266317684,0.8,11,"{'dropout': 0.8, 'window': 11}",0.7220947513085929,0.7297587449356063,0.7175509358739613,0.7383499663562955,0.7253192211347619,0.7080164983939211,0.7339448538200845,0.7146963497972129,0.7169926064021073,0.6858378200347676,0.7192561748057311,0.01416824809539776,5,0.8373608992186243,0.8215588626488277,0.8160535664869346,0.8147015896095207,0.8195237950461214,0.808789814540433,0.8216567098785376,0.8420677338926794,0.8092915601818691,0.8240157899630358,0.8215020321466584,0.010350551711003951,0.7304347826086957,0.7403726708074534,0.7403726708074534,0.7366459627329193,0.7341614906832298,0.7105590062111802,0.7440993788819876,0.715527950310559,0.7267080745341615,0.6968944099378882,0.7275776397515529,0.014529913909240664,5,0.8451345755693582,0.8328502415458937,0.8295376121463078,0.8191856452726018,0.8252587991718426,0.8113181504485852,0.8208419599723947,0.8420979986197378,0.8184955141476881,0.8351966873706004,0.8279917184265011,0.010368663783275337,0.9575757575757576,0.9651162790697674,0.9287925696594428,0.9391891891891891,0.9315960912052118,0.9313432835820895,0.9452449567723343,0.9595015576323987,0.9597315436241611,0.9337539432176657,0.9451845171528017,0.01333768435497567,3,0.9864630336688649,0.9852112676056337,0.9853963838664812,0.9873504273504273,0.985729202923773,0.9498172150216019,0.9813314547375838,0.9881615598885795,0.9791737794469102,0.9862068965517241,0.9814841221061581,0.01086953533047347,0.4621212121212121,0.43410852713178294,0.29493087557603687,0.5069444444444444,0.487603305785124,0.509933774834437,0.5923566878980892,0.5835866261398176,0.3949579831932773,0.32365145228215775,0.45901948894063793,0.094332132572933,7,0.5512649800266312,0.4943502824858757,0.47087144920558494,0.5371900826446281,0.5399828030954428,0.5728604471858134,0.6495781959766385,0.6666666666666667,0.5152452496685814,0.5130597014925373,0.55110698584484,0.060194691974950164,0.6481994459833795,0.6363636363636364,0.6901098901098901,0.6363636363636364,0.6302083333333335,0.5377643504531722,0.5422535211267606,0.493421052631579,0.6122448979591836,0.6301369863013698,0.6057065750625941,0.05770587473517389,2,0.7214508359308586,0.7203663793103448,0.7150120417447149,0.6739580254212238,0.7029957203994294,0.6689676812048949,0.6279491833030854,0.6365293474298215,0.6943155452436196,0.7198014340871483,0.6881346194075141,0.03314639336682203,0.794701986754967,0.836734693877551,0.8591065292096219,0.8354430379746836,0.8459383753501402,0.8169934640522877,0.8390804597701149,0.794425087108014,0.8454258675078864,0.8109965635738831,0.8278846065179151,0.02119833153174392,3,0.9671621154510889,0.9547881808472766,0.9599170697995852,0.9415831316972001,0.9372506347479145,0.9212341197822141,0.9310225303292893,0.9627791563275435,0.9370778528261642,0.9502881844380404,0.9463102976246317,0.014251512552236337,0.7478753541076487,0.7764705882352942,0.8148148148148148,0.7738095238095238,0.73125,0.7440476190476191,0.750788643533123,0.7425474254742548,0.7726027397260274,0.7306501547987616,0.7584856863547067,0.0246605912200451,2,0.9604635310156783,0.9530782029950082,0.949070887818307,0.9334262809341235,0.9316606140640477,0.9310696095076401,0.9184021850460908,0.9562019391507857,0.92064537372407,0.9507227332457292,0.9404741357501483,0.014425278083925474
11,0.08820013999938965,0.0015360142809942693,0.0,0.0,0.8,13,"{'dropout': 0.8, 'window': 13}",,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
