,fit_time,score_time,test_f1_macro,train_f1_macro,test_accuracy,train_accuracy,test_f1_class_1,train_f1_class_1,test_f1_class_2,train_f1_class_2,test_f1_class_3,train_f1_class_3,test_f1_class_4,train_f1_class_4,test_f1_class_5,train_f1_class_5
0,317.9111740589142,66.28846335411072,0.4901958933112779,0.6645683327884586,0.4991304347826087,0.6744927536231884,0.8163265306122449,0.9391926417986715,0.496969696969697,0.632617118703769,0.47804878048780486,0.6798202773979292,0.44078947368421056,0.6128500823723229,0.21884498480243164,0.45836154366960047
1,322.00872349739075,58.780985832214355,0.4841162631125944,0.6666642227391276,0.49478260869565216,0.6764251207729468,0.8682926829268293,0.939703628002044,0.47023809523809523,0.6315419740077274,0.4574290484140234,0.6880788177339902,0.45901639344262296,0.6144736842105263,0.1656050955414013,0.4595230097413503
2,326.7421233654022,66.47167682647705,0.47693708292433784,0.6641312910577833,0.4956521739130435,0.673623188405797,0.8413098236775819,0.9400968646444048,0.5071633237822349,0.6239301310043669,0.4625623960066555,0.6864490603363007,0.4131147540983607,0.6129990102276476,0.16053511705685616,0.4571813890761969
3,324.31496238708496,66.22816562652588,0.48859267896562014,0.6612621202707691,0.4991304347826087,0.6710144927536232,0.858560794044665,0.9367153471688444,0.4798807749627421,0.6256123163051085,0.46688741721854304,0.6797411257109237,0.47096774193548385,0.6156373193166885,0.16666666666666669,0.44860449285228043
4,325.9469573497772,66.35755491256714,0.5045714187273727,0.6664846001266005,0.5173913043478261,0.6763285024154589,0.865525672371638,0.9392236976506639,0.499194847020934,0.6347517730496454,0.5047021943573667,0.6835443037974684,0.45098039215686275,0.6075446724023825,0.20245398773006135,0.46735855373284224
5,327.0139801502228,66.7520101070404,0.4964401832238351,0.6633647542417016,0.5078260869565218,0.6723671497584541,0.8669950738916257,0.9367801382134631,0.47734138972809675,0.6271275662396911,0.4884488448844884,0.6797719677609594,0.5079365079365079,0.6086668871981475,0.1414790996784566,0.4644772117962467
6,328.99359107017517,67.92656445503235,0.47297607516380874,0.6653369794442411,0.4956521739130435,0.6745893719806764,0.856447688564477,0.9380757420675536,0.468944099378882,0.6293239683933275,0.500768049155146,0.6809262166405023,0.3771043771043771,0.6205766710353866,0.1616161616161616,0.4577822990844354
7,131.17835092544556,26.49013042449951,0.46660858327318594,0.6649201830807009,0.4782608695652174,0.6747826086956522,0.8444444444444444,0.9355584082156612,0.45577211394302847,0.6317638791286015,0.4437299035369775,0.6846635367762128,0.41860465116279066,0.6245499181669395,0.17049180327868851,0.4480651731160896
8,129.88447189331055,26.62185287475586,0.45709677555319156,0.6638264151092308,0.47391304347826085,0.6740096618357488,0.8282828282828283,0.9410864575363427,0.4588235294117647,0.6269075600771795,0.4672,0.6860510805500983,0.38644067796610165,0.6135615536537194,0.14473684210526316,0.45152542372881355
9,130.99617791175842,26.70771074295044,0.4848308422553168,0.6632004648406745,0.4991304347826087,0.6728502415458937,0.8413098236775819,0.9386503067484663,0.4805970149253731,0.6276165347405454,0.4918566775244299,0.682601880877743,0.4600638977635783,0.6064217146640185,0.1503267973856209,0.4607118871725991
